city,state_abbr,r_elec_class,r_gas_class,c_elec_class,c_gas_class,i_elec_class,i_gas_class
Lexington,OK,1,1,1.0,2.0,0.0,0.0
Liberty,OK,1,1,1.0,1.0,0.0,0.0
Lima,OK,1,1,0.0,0.0,0.0,0.0
Lindsay,OK,1,1,1.0,1.0,1.0,1.0
Loco,OK,1,1,0.0,0.0,0.0,0.0
Locust Grove,OK,1,1,1.0,1.0,0.0,0.0
Lone Grove,OK,1,1,1.0,1.0,1.0,2.0
Lone Wolf,OK,1,1,1.0,1.0,1.0,1.0
Longdale,OK,1,1,1.0,1.0,0.0,0.0
Lookeba,OK,1,1,0.0,0.0,0.0,0.0
Lotsee,OK,1,1,0.0,0.0,0.0,0.0
Loveland,OK,1,1,0.0,0.0,0.0,0.0
Loyal,OK,1,1,0.0,0.0,0.0,0.0
Luther,OK,1,1,1.0,1.0,0.0,0.0
Macomb,OK,1,1,0.0,0.0,0.0,0.0
Madill,OK,1,1,2.0,1.0,1.0,2.0
Manchester,OK,1,1,1.0,1.0,1.0,1.0
Mangum,OK,1,1,1.0,1.0,1.0,1.0
Manitou,OK,1,1,0.0,0.0,0.0,0.0
Mannford,OK,1,1,1.0,1.0,0.0,0.0
Mannsville,OK,1,1,1.0,1.0,0.0,0.0
Maramec,OK,1,1,0.0,0.0,1.0,1.0
Marble City,OK,1,1,1.0,1.0,0.0,0.0
Marietta,OK,1,1,1.0,1.0,1.0,1.0
Marland,OK,1,1,0.0,0.0,0.0,0.0
Marlow,OK,1,1,2.0,2.0,0.0,0.0
Marshall,OK,1,1,0.0,0.0,0.0,0.0
Martha,OK,1,1,1.0,1.0,0.0,0.0
Maud,OK,1,1,1.0,1.0,0.0,0.0
May,OK,1,1,0.0,0.0,0.0,0.0
Maysville,OK,1,1,1.0,1.0,0.0,0.0
McAlester,OK,2,1,1.0,1.0,2.0,3.0
McCurtain,OK,1,1,1.0,1.0,0.0,0.0
McLoud,OK,1,1,1.0,1.0,0.0,0.0
Mead,OK,1,1,0.0,0.0,0.0,0.0
Medford,OK,1,1,1.0,1.0,0.0,0.0
Medicine Park,OK,1,1,1.0,1.0,0.0,0.0
Meeker,OK,1,1,1.0,1.0,0.0,0.0
Meno,OK,1,1,1.0,1.0,0.0,0.0
Meridian,OK,1,1,0.0,0.0,0.0,0.0
Miami,OK,2,1,1.0,3.0,2.0,2.0
Midwest City,OK,3,2,1.0,1.0,2.0,2.0
Milburn,OK,1,1,1.0,1.0,0.0,0.0
Mill Creek,OK,1,1,1.0,1.0,0.0,0.0
Millerton,OK,1,1,1.0,1.0,0.0,0.0
Minco,OK,1,1,1.0,1.0,0.0,0.0
Moffett,OK,1,1,1.0,1.0,0.0,0.0
Moore,OK,3,2,1.0,1.0,2.0,3.0
Mooreland,OK,1,1,1.0,1.0,1.0,1.0
Morris,OK,1,1,1.0,1.0,0.0,0.0
Morrison,OK,1,1,1.0,1.0,0.0,0.0
Mounds,OK,1,1,1.0,1.0,1.0,1.0
Mountain Park,OK,1,1,1.0,1.0,0.0,0.0
Mountain View,OK,1,1,1.0,1.0,0.0,0.0
Muldrow,OK,1,1,2.0,1.0,1.0,1.0
Mulhall,OK,1,1,1.0,1.0,0.0,0.0
Muskogee,OK,3,1,1.0,1.0,1.0,1.0
Mustang,OK,2,1,3.0,2.0,0.0,0.0
Mutual,OK,1,1,1.0,1.0,0.0,0.0
Nash,OK,1,1,0.0,0.0,0.0,0.0
New Alluwe,OK,1,1,0.0,0.0,0.0,0.0
New Cordell,OK,1,1,1.0,1.0,1.0,2.0
Newcastle,OK,2,1,3.0,2.0,1.0,1.0
Newkirk,OK,1,1,1.0,1.0,0.0,0.0
Nichols Hills,OK,1,1,2.0,2.0,1.0,1.0
Nicoma Park,OK,1,1,1.0,1.0,0.0,0.0
Ninnekah,OK,1,1,1.0,1.0,0.0,0.0
Noble,OK,1,1,2.0,1.0,1.0,2.0
Norge,OK,1,1,2.0,2.0,0.0,0.0
Norman,OK,3,3,1.0,1.0,1.0,1.0
North Enid,OK,1,1,1.0,1.0,0.0,0.0
North Miami,OK,1,1,1.0,1.0,1.0,1.0
Nowata,OK,1,1,2.0,1.0,1.0,1.0
Oakland,OK,1,1,0.0,0.0,0.0,0.0
Oaks,OK,1,1,1.0,1.0,0.0,0.0
Oakwood,OK,1,1,0.0,0.0,0.0,0.0
Ochelata,OK,1,1,1.0,1.0,0.0,0.0
Oilton,OK,1,1,1.0,1.0,1.0,1.0
Okarche,OK,1,1,1.0,1.0,1.0,2.0
Okay,OK,1,1,1.0,3.0,0.0,0.0
Okeene,OK,1,1,1.0,1.0,1.0,1.0
Okemah,OK,1,1,2.0,1.0,1.0,1.0
Oklahoma City,OK,3,3,1.0,1.0,1.0,1.0
Okmulgee,OK,2,1,3.0,2.0,1.0,2.0
Oktaha,OK,1,1,0.0,0.0,0.0,0.0
Olustee,OK,1,1,1.0,1.0,0.0,0.0
Oologah,OK,1,1,1.0,1.0,0.0,0.0
Optima,OK,1,1,0.0,0.0,0.0,0.0
Orlando,OK,1,1,1.0,1.0,0.0,0.0
Osage,OK,1,1,0.0,0.0,0.0,0.0
Owasso,OK,3,1,1.0,1.0,2.0,2.0
Paden,OK,1,1,1.0,1.0,0.0,0.0
Panama,OK,1,1,1.0,1.0,0.0,0.0
Paoli,OK,1,1,1.0,1.0,0.0,0.0
Paradise Hill,OK,1,1,0.0,0.0,0.0,0.0
Pauls Valley,OK,1,1,2.0,2.0,1.0,2.0
Pawhuska,OK,1,1,2.0,1.0,1.0,1.0
Pawnee,OK,1,1,1.0,1.0,1.0,1.0
Pensacola,OK,1,1,0.0,0.0,0.0,0.0
Peoria,OK,1,1,0.0,0.0,0.0,0.0
Perkins,OK,1,1,1.0,1.0,0.0,0.0
Perry,OK,1,1,2.0,3.0,3.0,1.0
Phillips,OK,1,1,0.0,0.0,0.0,0.0
Piedmont,OK,1,1,1.0,1.0,1.0,2.0
Pink,OK,1,1,1.0,1.0,1.0,1.0
Pittsburg,OK,1,1,1.0,1.0,0.0,0.0
Pocasset,OK,1,1,1.0,1.0,0.0,0.0
Pocola,OK,1,1,2.0,1.0,1.0,1.0
Ponca City,OK,3,1,1.0,1.0,2.0,3.0
Pond Creek,OK,1,1,1.0,1.0,1.0,1.0
Porter,OK,1,1,1.0,1.0,0.0,0.0
Porum,OK,1,1,0.0,0.0,0.0,0.0
Poteau,OK,1,1,3.0,1.0,1.0,1.0
Prague,OK,1,1,2.0,1.0,1.0,1.0
Prue,OK,1,1,1.0,1.0,0.0,0.0
Pryor Creek,OK,2,1,3.0,2.0,0.0,0.0
Purcell,OK,1,1,0.0,0.0,1.0,1.0
Putnam,OK,1,1,0.0,0.0,0.0,0.0
Quapaw,OK,1,1,1.0,1.0,0.0,0.0
Quinton,OK,1,1,1.0,1.0,1.0,1.0
Ralston,OK,1,1,1.0,1.0,0.0,0.0
Ramona,OK,1,1,1.0,1.0,0.0,0.0
Randlett,OK,1,1,1.0,1.0,0.0,0.0
Ratliff City,OK,1,1,1.0,1.0,0.0,0.0
Rattan,OK,1,1,1.0,1.0,1.0,1.0
Ravia,OK,1,1,1.0,1.0,0.0,0.0
Red Oak,OK,1,1,1.0,1.0,0.0,0.0
Red Rock,OK,1,1,0.0,0.0,0.0,0.0
Redbird,OK,1,1,0.0,0.0,0.0,0.0
Renfrow,OK,1,1,1.0,1.0,0.0,0.0
Rentiesville,OK,1,1,0.0,0.0,0.0,0.0
Reydon,OK,1,1,1.0,1.0,0.0,0.0
Ringling,OK,1,1,1.0,1.0,1.0,1.0
Ringwood,OK,1,1,1.0,1.0,0.0,0.0
Ripley,OK,1,1,1.0,1.0,0.0,0.0
Rock Island,OK,1,1,1.0,1.0,0.0,0.0
Rocky,OK,1,1,1.0,1.0,0.0,0.0
Roff,OK,1,1,1.0,1.0,1.0,1.0
Roland,OK,1,1,1.0,1.0,1.0,1.0
Roosevelt,OK,1,1,0.0,0.0,0.0,0.0
Rosedale,OK,1,1,0.0,0.0,0.0,0.0
Rosston,OK,1,1,0.0,0.0,0.0,0.0
Rush Springs,OK,1,1,1.0,1.0,0.0,0.0
Ryan,OK,1,1,1.0,1.0,0.0,0.0
Salina,OK,1,1,2.0,1.0,0.0,0.0
Sallisaw,OK,1,1,2.0,1.0,1.0,2.0
Sand Springs,OK,2,1,0.0,0.0,1.0,1.0
Sapulpa,OK,3,1,1.0,1.0,0.0,0.0
Sasakwa,OK,1,1,0.0,0.0,0.0,0.0
Savanna,OK,1,1,1.0,1.0,0.0,0.0
Sawyer,OK,1,1,1.0,1.0,1.0,1.0
Sayre,OK,1,1,2.0,2.0,0.0,0.0
Schulter,OK,1,1,1.0,1.0,0.0,0.0
Seiling,OK,1,1,1.0,1.0,1.0,1.0
Seminole,OK,1,1,2.0,2.0,2.0,2.0
Seneca,OK,1,1,1.0,1.0,0.0,0.0
Sentinel,OK,1,1,1.0,1.0,0.0,0.0
Shady Point,OK,1,1,1.0,1.0,0.0,0.0
Shamrock,OK,1,1,0.0,0.0,0.0,0.0
Sharon,OK,1,1,1.0,1.0,0.0,0.0
Shattuck,OK,1,1,1.0,1.0,1.0,1.0
Shawnee,OK,3,1,1.0,1.0,0.0,0.0
Shidler,OK,1,1,1.0,1.0,0.0,0.0
Silo,OK,1,1,1.0,1.0,0.0,0.0
Siloam Springs,OK,2,1,3.0,1.0,0.0,0.0
Skedee,OK,1,1,0.0,0.0,0.0,0.0
Skiatook,OK,1,1,2.0,1.0,1.0,2.0
Slaughterville,OK,1,1,1.0,1.0,1.0,2.0
Slick,OK,1,1,0.0,0.0,0.0,0.0
Smith Village,OK,1,1,0.0,0.0,0.0,0.0
Snyder,OK,1,1,1.0,1.0,0.0,0.0
Soper,OK,1,1,0.0,0.0,0.0,0.0
South Coffeyville,OK,1,1,1.0,1.0,1.0,1.0
Southwest City,OK,1,1,1.0,1.0,2.0,2.0
Sparks,OK,1,1,1.0,1.0,0.0,0.0
Spaulding,OK,1,1,0.0,0.0,0.0,0.0
Spavinaw,OK,1,1,0.0,0.0,0.0,0.0
Spencer,OK,1,1,2.0,2.0,1.0,1.0
Sperry,OK,1,1,1.0,1.0,0.0,0.0
Spiro,OK,1,1,1.0,1.0,0.0,0.0
Sportsmen Acres,OK,1,1,1.0,1.0,0.0,0.0
Springer,OK,1,1,1.0,2.0,0.0,0.0
St. Louis,OK,1,1,0.0,0.0,0.0,0.0
Sterling,OK,1,1,1.0,1.0,0.0,0.0
Stigler,OK,1,1,2.0,1.0,2.0,2.0
Stillwater,OK,3,1,1.0,1.0,1.0,1.0
Stilwell,OK,1,1,2.0,1.0,2.0,2.0
Stonewall,OK,1,1,1.0,1.0,0.0,0.0
Strang,OK,1,1,0.0,0.0,0.0,0.0
Stratford,OK,1,1,1.0,1.0,1.0,1.0
Stringtown,OK,1,1,1.0,1.0,0.0,0.0
Strong City,OK,1,1,0.0,0.0,0.0,0.0
Stroud,OK,1,1,2.0,2.0,0.0,0.0
Stuart,OK,1,1,1.0,1.0,0.0,0.0
Sugden,OK,1,1,0.0,0.0,0.0,0.0
Sulphur,OK,1,1,2.0,2.0,0.0,0.0
Summit,OK,1,1,1.0,1.0,0.0,0.0
Sweetwater,OK,1,1,1.0,1.0,0.0,0.0
Taft,OK,1,1,1.0,1.0,0.0,0.0
Tahlequah,OK,2,1,1.0,1.0,1.0,1.0
Talala,OK,1,1,1.0,1.0,0.0,0.0
Talihina,OK,1,1,2.0,1.0,0.0,0.0
Taloga,OK,1,1,1.0,1.0,0.0,0.0
Tamaha,OK,1,1,0.0,0.0,0.0,0.0
Tatums,OK,1,1,0.0,0.0,0.0,0.0
Tecumseh,OK,1,1,2.0,2.0,1.0,1.0
Temple,OK,1,1,1.0,1.0,1.0,1.0
Terlton,OK,1,1,1.0,1.0,0.0,0.0
Terral,OK,1,1,1.0,1.0,0.0,0.0
Texhoma,OK,1,1,0.0,0.0,0.0,0.0
Thackerville,OK,1,1,1.0,1.0,0.0,0.0
The Village,OK,2,1,3.0,2.0,1.0,1.0
Thomas,OK,1,1,1.0,1.0,1.0,1.0
Tipton,OK,1,1,1.0,1.0,0.0,0.0
Tishomingo,OK,1,1,1.0,1.0,0.0,0.0
Tonkawa,OK,1,1,1.0,1.0,0.0,0.0
Tribbey,OK,1,1,0.0,0.0,0.0,0.0
Tryon,OK,1,1,1.0,1.0,0.0,0.0
Tullahassee,OK,1,1,0.0,0.0,0.0,0.0
Tulsa,OK,3,3,1.0,1.0,1.0,1.0
Tupelo,OK,1,1,0.0,0.0,0.0,0.0
Tushka,OK,1,1,1.0,1.0,0.0,0.0
Tuttle,OK,1,1,2.0,2.0,1.0,1.0
Tyrone,OK,1,1,1.0,1.0,0.0,0.0
Union City,OK,1,1,0.0,0.0,0.0,0.0
Valley Brook,OK,1,1,0.0,0.0,0.0,0.0
Valley Park,OK,1,1,0.0,0.0,0.0,0.0
Valliant,OK,1,1,1.0,1.0,0.0,0.0
Velma,OK,1,1,1.0,1.0,0.0,0.0
Vera,OK,1,1,0.0,0.0,0.0,0.0
Verden,OK,1,1,1.0,1.0,0.0,0.0
Verdigris,OK,1,1,1.0,1.0,1.0,1.0
Vian,OK,1,1,1.0,1.0,0.0,0.0
Vici,OK,1,1,1.0,1.0,0.0,0.0
Vinita,OK,1,1,2.0,1.0,1.0,2.0
Wagoner,OK,1,1,2.0,1.0,0.0,0.0
Wainwright,OK,1,1,0.0,0.0,0.0,0.0
Wakita,OK,1,1,1.0,1.0,0.0,0.0
Waldron,OK,1,1,0.0,0.0,0.0,0.0
Walters,OK,1,1,1.0,1.0,0.0,0.0
Wanette,OK,1,1,1.0,1.0,0.0,0.0
Wann,OK,1,1,1.0,1.0,0.0,0.0
Wapanucka,OK,1,1,1.0,1.0,0.0,0.0
Warner,OK,1,1,1.0,1.0,0.0,0.0
Warr Acres,OK,1,1,3.0,3.0,1.0,1.0
Warwick,OK,1,1,0.0,0.0,0.0,0.0
Washington,OK,1,1,1.0,1.0,0.0,0.0
Watonga,OK,1,1,1.0,2.0,1.0,2.0
Watts,OK,1,1,1.0,1.0,1.0,1.0
Waukomis,OK,1,1,1.0,1.0,0.0,0.0
Waurika,OK,1,1,1.0,1.0,1.0,1.0
Wayne,OK,1,1,1.0,1.0,0.0,0.0
Waynoka,OK,1,1,1.0,1.0,0.0,0.0
Weatherford,OK,2,1,3.0,3.0,1.0,2.0
Webb City,OK,1,1,0.0,0.0,0.0,0.0
Webbers Falls,OK,1,1,1.0,1.0,0.0,0.0
Welch,OK,1,1,1.0,1.0,0.0,0.0
Weleetka,OK,1,1,1.0,1.0,0.0,0.0
Wellston,OK,1,1,1.0,1.0,0.0,0.0
West Siloam Springs,OK,1,1,1.0,1.0,0.0,0.0
Westport,OK,1,1,0.0,0.0,0.0,0.0
Westville,OK,1,1,1.0,1.0,1.0,2.0
Wetumka,OK,1,1,1.0,1.0,0.0,0.0
Wewoka,OK,1,1,2.0,2.0,1.0,1.0
Whitefield,OK,1,1,0.0,0.0,0.0,0.0
Wilburton,OK,1,1,2.0,1.0,0.0,0.0
Willow,OK,1,1,0.0,0.0,0.0,0.0
Wilson,OK,1,1,1.0,1.0,0.0,0.0
Winchester,OK,1,1,0.0,0.0,0.0,0.0
Wister,OK,1,1,1.0,1.0,0.0,0.0
Woodlawn Park,OK,1,1,0.0,0.0,0.0,0.0
Woodward,OK,2,1,1.0,3.0,3.0,1.0
Wright City,OK,1,1,1.0,1.0,0.0,0.0
Wyandotte,OK,1,1,0.0,0.0,0.0,0.0
Wynnewood,OK,1,1,1.0,1.0,1.0,1.0
Wynona,OK,1,1,1.0,1.0,0.0,0.0
Yale,OK,1,1,1.0,1.0,0.0,0.0
Yeager,OK,1,1,0.0,0.0,0.0,0.0
Yukon,OK,3,1,1.0,3.0,2.0,2.0
Adair Village,OR,1,1,1.0,1.0,0.0,0.0
Adams,OR,1,1,0.0,0.0,0.0,0.0
Adrian,OR,1,1,0.0,0.0,0.0,0.0
Albany,OR,3,1,1.0,1.0,2.0,2.0
Amity,OR,1,1,1.0,1.0,0.0,0.0
Antelope,OR,1,1,1.0,1.0,0.0,0.0
Arlington,OR,1,1,1.0,1.0,0.0,0.0
Ashland,OR,2,1,1.0,1.0,2.0,1.0
Astoria,OR,1,1,1.0,2.0,1.0,1.0
Athena,OR,1,1,1.0,1.0,0.0,0.0
Aumsville,OR,1,1,1.0,1.0,1.0,1.0
Aurora,OR,1,1,1.0,1.0,0.0,0.0
Baker City,OR,1,1,1.0,2.0,2.0,2.0
Bandon,OR,1,1,2.0,1.0,0.0,0.0
Banks,OR,1,1,1.0,1.0,0.0,0.0
Barlow,OR,1,1,0.0,0.0,0.0,0.0
Bay City,OR,1,1,1.0,1.0,1.0,1.0
Beaverton,OR,3,2,1.0,1.0,1.0,1.0
Bend,OR,3,3,1.0,1.0,3.0,2.0
Boardman,OR,1,1,1.0,1.0,2.0,2.0
Bonanza,OR,1,1,0.0,0.0,0.0,0.0
Brookings,OR,1,1,2.0,1.0,2.0,1.0
Brownsville,OR,1,1,1.0,1.0,0.0,0.0
Burns,OR,1,1,1.0,1.0,0.0,0.0
Butte Falls,OR,1,1,1.0,1.0,0.0,0.0
Camas,OR,2,1,2.0,2.0,1.0,2.0
Canby,OR,2,1,3.0,3.0,2.0,1.0
Cannon Beach,OR,1,1,2.0,1.0,1.0,1.0
Canyon City,OR,1,1,1.0,1.0,0.0,0.0
Canyonville,OR,1,1,1.0,1.0,0.0,0.0
Carlton,OR,1,1,1.0,1.0,1.0,1.0
Cascade Locks,OR,1,1,1.0,1.0,1.0,1.0
Cave Junction,OR,1,1,2.0,1.0,0.0,0.0
Central Point,OR,2,1,3.0,2.0,1.0,1.0
Chiloquin,OR,1,1,0.0,0.0,0.0,0.0
Clatskanie,OR,1,1,1.0,1.0,0.0,0.0
Coburg,OR,1,1,2.0,1.0,0.0,0.0
Columbia City,OR,1,1,1.0,1.0,1.0,1.0
Condon,OR,1,1,1.0,1.0,0.0,0.0
Coos Bay,OR,2,1,1.0,2.0,1.0,1.0
Coquille,OR,1,1,2.0,1.0,1.0,1.0
Cornelius,OR,1,1,2.0,2.0,1.0,1.0
Corvallis,OR,3,1,1.0,1.0,2.0,1.0
Cottage Grove,OR,2,1,3.0,2.0,2.0,1.0
Cove,OR,1,1,1.0,1.0,0.0,0.0
Creswell,OR,1,1,2.0,1.0,0.0,0.0
Culver,OR,1,1,1.0,1.0,0.0,0.0
Dallas,OR,2,1,3.0,2.0,1.0,1.0
Damascus,OR,1,1,2.0,1.0,1.0,1.0
Dayton,OR,1,1,1.0,1.0,0.0,0.0
Dayville,OR,1,1,0.0,0.0,0.0,0.0
Depoe Bay,OR,1,1,1.0,1.0,1.0,1.0
Detroit,OR,1,1,1.0,1.0,0.0,0.0
Donald,OR,1,1,1.0,1.0,1.0,1.0
Drain,OR,1,1,1.0,1.0,1.0,1.0
Dufur,OR,1,1,1.0,1.0,0.0,0.0
Dundee,OR,1,1,1.0,1.0,3.0,2.0
Dunes City,OR,1,1,1.0,1.0,0.0,0.0
Durham,OR,1,1,2.0,2.0,1.0,1.0
Eagle Point,OR,1,1,2.0,1.0,0.0,0.0
Echo,OR,1,1,1.0,1.0,0.0,0.0
Elgin,OR,1,1,1.0,1.0,1.0,1.0
Elkton,OR,1,1,1.0,1.0,0.0,0.0
Enterprise,OR,1,1,2.0,1.0,0.0,0.0
Estacada,OR,1,1,1.0,1.0,1.0,1.0
Eugene,OR,3,2,1.0,1.0,1.0,1.0
Fairview,OR,1,1,2.0,2.0,1.0,1.0
Falls City,OR,1,1,1.0,1.0,0.0,0.0
Florence,OR,2,1,3.0,3.0,1.0,1.0
Forest Grove,OR,2,1,1.0,1.0,1.0,3.0
Fossil,OR,1,1,1.0,1.0,0.0,0.0
Garibaldi,OR,1,1,1.0,1.0,1.0,1.0
Gaston,OR,1,1,1.0,1.0,0.0,0.0
Gates,OR,1,1,1.0,1.0,0.0,0.0
Gearhart,OR,1,1,0.0,0.0,1.0,1.0
Gervais,OR,1,1,1.0,1.0,0.0,0.0
Gladstone,OR,2,1,2.0,2.0,1.0,1.0
Glendale,OR,1,1,1.0,1.0,0.0,0.0
Gold Beach,OR,1,1,2.0,1.0,0.0,0.0
Gold Hill,OR,1,1,1.0,1.0,0.0,0.0
Granite,OR,1,1,1.0,1.0,0.0,0.0
Grants Pass,OR,3,1,1.0,1.0,3.0,2.0
Grass Valley,OR,1,1,0.0,0.0,0.0,0.0
Gresham,OR,3,2,1.0,1.0,1.0,3.0
Haines,OR,1,1,1.0,1.0,0.0,0.0
Halfway,OR,1,1,1.0,1.0,0.0,0.0
Halsey,OR,1,1,1.0,1.0,0.0,0.0
Happy Valley,OR,2,1,2.0,2.0,1.0,1.0
Harrisburg,OR,1,1,2.0,1.0,1.0,1.0
Helix,OR,1,1,1.0,1.0,0.0,0.0
Heppner,OR,1,1,1.0,1.0,0.0,0.0
Hermiston,OR,2,1,1.0,3.0,2.0,2.0
Hillsboro,OR,3,2,1.0,1.0,1.0,1.0
Hines,OR,1,1,1.0,1.0,0.0,0.0
Hood River,OR,1,1,2.0,2.0,1.0,1.0
Hubbard,OR,1,1,1.0,1.0,1.0,1.0
Huntington,OR,1,1,0.0,0.0,0.0,0.0
Idanha,OR,1,1,1.0,1.0,0.0,0.0
Imbler,OR,1,1,1.0,1.0,0.0,0.0
Independence,OR,1,1,2.0,1.0,1.0,1.0
Ione,OR,1,1,1.0,1.0,0.0,0.0
Irrigon,OR,1,1,1.0,1.0,0.0,0.0
Island City,OR,1,1,0.0,0.0,0.0,0.0
Jacksonville,OR,1,1,2.0,1.0,0.0,0.0
Jefferson,OR,1,1,1.0,1.0,0.0,0.0
John Day,OR,1,1,2.0,1.0,0.0,0.0
Johnson City,OR,1,1,1.0,1.0,0.0,0.0
Jordan Valley,OR,1,1,1.0,1.0,0.0,0.0
Joseph,OR,1,1,1.0,1.0,0.0,0.0
Junction City,OR,1,1,2.0,1.0,2.0,1.0
Keizer,OR,3,1,1.0,3.0,1.0,1.0
King City,OR,1,1,1.0,1.0,1.0,1.0
Klamath Falls,OR,2,1,1.0,1.0,1.0,3.0
La Grande,OR,2,1,1.0,2.0,0.0,0.0
La Pine,OR,1,1,1.0,1.0,0.0,0.0
Lafayette,OR,1,1,1.0,1.0,1.0,1.0
Lake Oswego,OR,3,2,1.0,1.0,2.0,2.0
Lakeside,OR,1,1,1.0,1.0,0.0,0.0
Lakeview,OR,1,1,1.0,1.0,1.0,1.0
Lebanon,OR,2,1,1.0,3.0,2.0,2.0
Lexington,OR,1,1,1.0,1.0,0.0,0.0
Lincoln City,OR,1,1,1.0,2.0,1.0,1.0
Lonerock,OR,1,1,0.0,0.0,0.0,0.0
Long Creek,OR,1,1,1.0,1.0,0.0,0.0
Lostine,OR,1,1,0.0,0.0,0.0,0.0
Lowell,OR,1,1,1.0,1.0,1.0,1.0
Lyons,OR,1,1,1.0,1.0,0.0,0.0
Madras,OR,1,1,2.0,2.0,0.0,0.0
Malin,OR,1,1,1.0,1.0,0.0,0.0
Manzanita,OR,1,1,1.0,1.0,0.0,0.0
Maupin,OR,1,1,1.0,1.0,0.0,0.0
Maywood Park,OR,1,1,1.0,1.0,0.0,0.0
McMinnville,OR,3,1,1.0,3.0,1.0,1.0
Medford,OR,3,2,1.0,1.0,3.0,2.0
Merrill,OR,1,1,1.0,1.0,0.0,0.0
Metolius,OR,1,1,1.0,1.0,0.0,0.0
Mill City,OR,1,1,1.0,1.0,1.0,1.0
Millersburg,OR,1,1,2.0,1.0,0.0,0.0
Milton-Freewater,OR,1,1,2.0,2.0,1.0,1.0
Milwaukie,OR,2,1,3.0,3.0,2.0,2.0
Mitchell,OR,1,1,0.0,0.0,0.0,0.0
Molalla,OR,1,1,1.0,1.0,1.0,1.0
Monmouth,OR,1,1,2.0,1.0,0.0,0.0
Monroe,OR,1,1,1.0,1.0,0.0,0.0
Monument,OR,1,1,0.0,0.0,0.0,0.0
Moro,OR,1,1,1.0,1.0,0.0,0.0
Mosier,OR,1,1,1.0,1.0,0.0,0.0
Mount Angel,OR,1,1,1.0,1.0,1.0,1.0
Mount Vernon,OR,1,1,1.0,1.0,0.0,0.0
Myrtle Creek,OR,1,1,2.0,2.0,0.0,0.0
Myrtle Point,OR,1,1,1.0,1.0,2.0,1.0
Nehalem,OR,1,1,1.0,1.0,0.0,0.0
Newberg,OR,2,1,1.0,1.0,2.0,2.0
Newport,OR,1,1,3.0,2.0,1.0,1.0
North Bend,OR,1,1,1.0,2.0,1.0,1.0
North Plains,OR,1,1,1.0,2.0,2.0,1.0
North Powder,OR,1,1,1.0,1.0,0.0,0.0
Nyssa,OR,1,1,1.0,1.0,0.0,0.0
Oakland,OR,1,1,1.0,1.0,0.0,0.0
Oakridge,OR,1,1,2.0,1.0,0.0,0.0
Ontario,OR,2,1,1.0,1.0,2.0,2.0
Oregon City,OR,3,1,1.0,1.0,2.0,2.0
Paisley,OR,1,1,1.0,1.0,0.0,0.0
Pendleton,OR,2,1,1.0,3.0,1.0,1.0
Philomath,OR,1,1,2.0,1.0,1.0,1.0
Phoenix,OR,1,1,2.0,1.0,1.0,1.0
Pilot Rock,OR,1,1,1.0,1.0,0.0,0.0
Port Orford,OR,1,1,1.0,1.0,0.0,0.0
Portland,OR,3,3,1.0,1.0,1.0,1.0
Powers,OR,1,1,1.0,1.0,0.0,0.0
Prairie City,OR,1,1,1.0,1.0,1.0,1.0
Prescott,OR,1,1,0.0,0.0,0.0,0.0
Prineville,OR,1,1,3.0,2.0,0.0,0.0
Rainier,OR,1,1,1.0,1.0,0.0,0.0
Redmond,OR,3,1,1.0,1.0,2.0,2.0
Reedsport,OR,1,1,2.0,1.0,0.0,0.0
Richland,OR,1,1,1.0,1.0,0.0,0.0
Riddle,OR,1,1,1.0,1.0,1.0,1.0
Rivergrove,OR,1,1,1.0,1.0,0.0,0.0
Rockaway Beach,OR,1,1,1.0,1.0,0.0,0.0
Rogue River,OR,1,1,2.0,1.0,1.0,1.0
Roseburg,OR,2,1,1.0,1.0,1.0,1.0
Rufus,OR,1,1,1.0,1.0,0.0,0.0
Salem,OR,3,3,1.0,1.0,1.0,3.0
Sandy,OR,1,1,2.0,2.0,0.0,0.0
Scappoose,OR,1,1,2.0,1.0,1.0,1.0
Scio,OR,1,1,1.0,1.0,0.0,0.0
Scotts Mills,OR,1,1,1.0,1.0,0.0,0.0
Seaside,OR,1,1,3.0,2.0,1.0,1.0
Seneca,OR,1,1,1.0,1.0,0.0,0.0
Shady Cove,OR,1,1,1.0,1.0,0.0,0.0
Shaniko,OR,1,1,1.0,1.0,0.0,0.0
Sheridan,OR,1,1,2.0,1.0,1.0,1.0
Sherwood,OR,2,1,3.0,2.0,2.0,1.0
Siletz,OR,1,1,1.0,1.0,0.0,0.0
Silverton,OR,1,1,2.0,2.0,2.0,1.0
Sisters,OR,1,1,2.0,1.0,1.0,1.0
Sodaville,OR,1,1,1.0,1.0,0.0,0.0
Spray,OR,1,1,1.0,1.0,0.0,0.0
Springfield,OR,3,1,1.0,1.0,1.0,1.0
St. Helens,OR,1,1,3.0,2.0,1.0,1.0
St. Paul,OR,1,1,1.0,1.0,0.0,0.0
Stanfield,OR,1,1,1.0,1.0,0.0,0.0
Stayton,OR,1,1,2.0,2.0,0.0,0.0
Sublimity,OR,1,1,1.0,1.0,0.0,0.0
Summerville,OR,1,1,0.0,0.0,0.0,0.0
Sumpter,OR,1,1,1.0,1.0,0.0,0.0
Sutherlin,OR,1,1,3.0,3.0,1.0,1.0
Sweet Home,OR,1,1,2.0,2.0,1.0,1.0
Talent,OR,1,1,2.0,2.0,1.0,1.0
Tangent,OR,1,1,1.0,1.0,1.0,1.0
